id,title,genres,overview,keywords,vote_average,year
424,Schindler's List,Drama History War,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,factory concentration camp hero holocaust world war ii nazis defense industry biography the holocaust,8.3,1993
50014,The Help,Drama,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",mississippi based on novel exploitation racial segregation racism writer maid moral courage ressentiment southern belle racial issues 1960s newspaper columnist,7.8,2011
162903,The Fifth Estate,Drama Thriller,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",journalist biography internet information leak activist,5.7,2013
11024,Scooby-Doo 2: Monsters Unleashed,Mystery Fantasy Adventure Comedy,"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?",detective monster engine based on tv series dog,5.4,2004
208763,Forbidden Kingdom,Thriller Adventure Mystery Fantasy,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",monster mystic church demon witchcraft science dark fantasy 3d,4.9,2014
6466,Freddy vs. Jason,Horror,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",murder marijuana teenager bad dream,5.8,2003
254024,The Face of an Angel,Thriller Drama,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,murder investigation,4.7,2014
12589,Jimmy Neutron: Boy Genius,Action Adventure Animation Comedy Family Fantasy Science Fiction,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",showdown gi villain genius alien rescue miniaturization robot battle laser gun spear boy genius,5.6,2001
7191,Cloverfield,Action Thriller Science Fiction,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",helicopter monster skyscraper fight camcorder panic chaos supernatural quarantine friends alien rescue survival disaster escape giant monster kaiju military found footage aftercreditsstinger,6.4,2008
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction Adventure Action Comedy Family,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",crime fighter fight mutant turtle ninja reporter new york city,5.8,1991
117,The Untouchables,Crime Drama History Thriller,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",white suit al capone tough cop treasury agent untouchable tax evasion jury tampering rule of law rooftop chase cutting face while shaving 1930s,7.6,1987
6977,No Country for Old Men,Crime Drama Thriller,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",texas drug traffic hitman united states–mexico barrier suspense,7.7,2007
168530,Ride Along,Action Comedy,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",police operation police officer brother-in-law brother-in-law relationship duringcreditsstinger black men,6.1,2014
634,Bridget Jones's Diary,Comedy Romance Drama,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",holiday london england england alcohol sex lovesickness telecaster birthday christmas party news broadcast sexual frustration diary cigarette daughter mother daughter relationship lawyer reporter extramarital affair duringcreditsstinger woman director christmas,6.5,2001
392,Chocolat,Comedy Drama Romance,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",chocolate mayor praline single mother daughter relationship,6.8,2000
10327,"Legally Blonde 2: Red, White & Blonde",Comedy,"After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",washington d.c. boston chambers of a barrister tierversuch lawyer,5.1,2003
88042,Parental Guidance,Comedy,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,,5.7,2012
41630,No Strings Attached,Comedy Romance,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",father son relationship casual meeting student of medicine friends valentine male female relationship open relationship sexual humor best friend casual sex best friends in love duringcreditsstinger fling father son conflict friends with benefit,6.1,2011
11969,Tombstone,Action Adventure Drama History Western,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",retirement wyatt earp right and justice historical figure,7.4,1993
2085,Romeo Must Die,Action Crime Thriller,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",martial arts hip-hop oakland asian asian man asian lead,6.0,2000
794,The Omen,Horror Thriller,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",monk prophecy ambassador nanny rottweiler devil's son revelation aggression by animal photography paranormal phenomena cowardliness archaeologist,7.2,1976
9286,Final Destination 3,Horror Mystery,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",beheading dying and death stroke of fate,5.8,2006
77877,The Lucky One,Drama Romance,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",based on novel wife husband relationship photo kennel playing chess bomb explosion iraq veteran,6.8,2012
1265,Bridge to Terabithia,Adventure Drama Family,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",brother sister relationship friendship bullying neighbor school drawing based on children's book school bus imagination creek clubhouse reality vs fantasy outsider fantasy world overflowing with imagination,7.0,2007
866,Finding Neverland,Drama,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,london england scotland parents kids relationship becoming an adult fantasy mother role childhood memory success widow theatre play stroke of fate costume peter pan theatre group adventure loss of husband marriage crisis theatre milieu friendship faith single mother daughter relationship author pirate illness spectacle child,7.2,2004
175555,A Madea Christmas,Comedy Drama,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,christmas,7.0,2013
75174,The Grey,Action Drama Thriller,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,alcohol isolation wolf wilderness forest stranded alaska survival airplane crash fear howling death animal killing freezing animal attack campfire male camaraderie gun in mouth aftercreditsstinger bar fight eaten alive eaten by animal,6.4,2012
11096,Hide and Seek,Horror Mystery Thriller,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",house imaginary friend suspense loss of wife,6.1,2005
8699,Anchorman: The Legend of Ron Burgundy,Comedy,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",journalism sexism ladder panda tv show in film mustache misogynist newsroom teleprompter gang warfare aftercreditsstinger duringcreditsstinger news spoof,6.7,2004
769,GoodFellas,Drama Crime,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",prison based on novel florida 1970s mass murder irish-american drug traffic biography based on true story murder organized crime gore mafia gangster new york city extreme violence violence brooklyn new york city crime epic tampa,8.2,1990
10923,Agent Cody Banks,Action,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",spy cia killer robot delinquent teen spy,5.0,2003
11283,Nanny McPhee,Fantasy Comedy Family,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",loss of mother nanny education wizardry children single father,6.4,2005
111,Scarface,Action Crime Drama Thriller,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",miami corruption capitalism cuba prohibition brother sister relationship loss of sister cocaine cult film bitterness,8.0,1983
11676,Nothing to Lose,Action Adventure Comedy,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",rap music infidelity security camera loss crook sociopath revenge artifact f word racism criminal on the road desert security guard shoplifting screwball reckless driving road movie buddy comedy unlikely friendship carjacker advertising executive suv aftercreditsstinger,6.3,1997
746,The Last Emperor,Drama History,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",buddhism japan suicide china suicide attempt war crimes becoming an adult isolation war on drugs revolution emperor arranged marriage manchuria dynasty reeducation camp cultural revolution human experimentation war coup d'etat teacher beijing decadence communism,7.4,1987
77866,Contraband,Thriller Action Drama Crime,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",head wound criminal security guard contraband,6.1,2012
9416,Money Talks,Action Adventure Comedy,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",prison diamant liberation of prisoners transport of prisoners interview arrest,5.9,1997
7345,There Will Be Blood,Drama,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",brother brother relationship deaf-mute american dream fanatic pipeline petrol father step father oil money killer alcoholic,7.9,2007
14317,The Wild Thornberrys Movie,Animation Adventure Family,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",sister sister relationship safari wildlife baboon chimpanzee woman director,5.8,2002
20694,Rugrats Go Wild,Animation Family,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",kids and family,5.6,2003
12277,Undercover Brother,Action Comedy,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",usa president double life policy and organisations undercover intelligence partner duringcreditsstinger,5.5,2002
9779,The Sisterhood of the Traveling Pants,Drama Comedy,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",holiday female friendship jeans coming of age teenage girl summer based on young adult novel,6.3,2005
2140,Kiss of the Dragon,Action Crime Thriller,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",paris prostitute drug,6.4,2001
12620,The House Bunny,Romance Comedy,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",virgin nudity college costume yoga bikini party playboy jail sorority pregnancy model car wash fraternity pledge,5.6,2008
14177,Beauty Shop,Comedy Romance,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",,5.4,2005
198185,Million Dollar Arm,Drama,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",baseball sport duringcreditsstinger,6.6,2014
227156,The Giver,Drama Science Fiction,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",dystopia black and white based on young adult novel,6.4,2014
10735,What a Girl Wants,Comedy,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",london england england daughter politician teenage girl father daughter relationship american abroad teen comedy woman director,5.8,2003
11351,Jeepers Creepers 2,Horror Thriller,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",father son relationship scarecrow peasant farm immortality mythical creature father,5.5,2003
10030,Good Luck Chuck,Comedy Drama Romance,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",sex aquarium nudity one-night stand bride man-woman relation love curse wedding dentist based on short story duringcreditsstinger,5.5,2007
10623,Cradle 2 the Grave,Action Crime Drama,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",robbery diamant intelligence bank robber thief bank robbery financial transactions hoodlum,5.8,2003
590,The Hours,Drama,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",london england suicide gay poetry aids drowning depression home way of life self-destruction province literature empowerment country life family's daily life sense of life homelessness leaving one's family delusion,7.0,2002
9655,She's the Man,Comedy Drama Family Romance,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",roommate twin sister sport boarding school twin brother mistaken identity soccer teenager teen comedy tomboy fake identity disguised voice the big game,6.4,2006
1268,Mr. Bean's Holiday,Family Comedy,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",holiday france film director chaos clumsy fellow to drop brick aftercreditsstinger,6.1,2007
11237,Anacondas: The Hunt for the Blood Orchid,Adventure Action Horror Science Fiction Thriller,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",snake expedition traitor research orchid jungle animal horror,4.9,2004
190955,Blood Ties,Thriller Crime Drama,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",,6.0,2013
5123,August Rush,Drama,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",date loss of son love at first sight child labour guitar loss of child lover (female) love of one's life harmonica lie choir church choir rock star cello forbidden love music lover organ kiss affection music concert tenderness motherly love children's home death of a child orphanage secret love crush children falling in love relationship woman director piano,7.1,2007
4518,Elizabeth,Drama History,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",duke historical figure treason catholic protestant,7.1,1998
11932,Bride of Chucky,Horror Comedy,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",route 66 puppet evil doll killer doll killer toys toy comes to life chucky,5.5,1998
11165,Tora! Tora! Tora!,History Action Drama Adventure War,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",japan world war ii pearl harbor soldier imperial japan,6.9,1970
6116,Spice World,Adventure Fantasy Drama Comedy Music,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",pop pop culture pop star,4.7,1997
57431,The Sitter,Comedy,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",babysitter duringcreditsstinger,5.4,2011
21724,Dance Flick,Action Comedy Music,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",rap music hip-hop,4.7,2009
278,The Shawshank Redemption,Drama Crime,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s,8.5,1994
9290,Crocodile Dundee in Los Angeles,Adventure Comedy,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent",crocodile traffic jam los angeles stolen painting,4.7,2001
11543,Kingpin,Comedy,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.","sport handicap sexual favor star spangled banner bowling team hair loss biblical interpretation comb over female stripper inflatable doll combover unlikely lovers kingpin carriage lancaster, pa",6.7,1996
284536,The Gambler,Thriller Crime Drama,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",gambling gun professor beating gambler loan shark,5.7,2014
152737,August: Osage County,Comedy Drama,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",suicide drug addiction funeral dysfunctional family based on play midwest southern bleak comedy mental disorders,6.9,2013
13374,Ice Princess,Drama Comedy Family,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",sport figure skating teenage girl teen movie teenager,5.9,2005
8976,A Lot Like Love,Comedy,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",new york shyness career flight romantic comedy travel male female relationship los angeles,6.5,2005
319888,Eddie the Eagle,Comedy Drama History,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",underdog olympic games ski jump biography sport based on true story britain skiing feel good,7.2,2016
9469,He Got Game,Drama,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,prison father son relationship homicide begnadigung release from prison forgiveness college basketball independent film,6.7,1998
1909,Don Juan DeMarco,Romance Drama Comedy,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",sex addiction love mental institution patient psychiatrist don juan,6.2,1994
22971,Dear John,Drama Romance War,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,based on novel army love u.s. soldier,6.6,2010
34813,The Losers,Action Adventure Crime Mystery Thriller,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",hospital black ops reference to macgyver sucked into jet engine,6.2,2010
46261,Don't Be Afraid of the Dark,Fantasy Horror Thriller,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,monster remake creature bathtub teeth old house scary little people,5.4,2010
10431,War,Action Thriller Crime,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",fbi revenge fbi agent,6.0,2007
8051,Punch-Drunk Love,Comedy Drama Romance,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,shyness brother sister relationship business man,6.9,2002
9352,EuroTrip,Comedy,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",paris berlin alcohol sex nudity adventure pen pals travel nudism marijuana teenager duringcreditsstinger,6.5,2004
10167,Half Past Dead,Crime Action Thriller,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,resistance undercover alcatraz stolen money,4.6,2002
18147,Unaccompanied Minors,Comedy Family,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,holiday,5.4,2006
17170,"Bright Lights, Big City",Drama,"A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",magazine writer drug fashion show,4.7,1988
